Disease Name,Symptoms
Cystic fibrosis,"Symptoms in newborns may include:; Symptoms related to bowel function may include:; Symptoms related to the lungs and sinuses may include:; Symptoms that may be noticed later in life:; Delayed growth; Failure to gain weight normally during childhood; No bowel movements in first 24 to 48 hours of life; Salty-tasting skin; Belly pain from severe constipation; Increased gas, bloating, or a belly that appears swollen (distended); Nausea and loss of appetite; Stools that are pale or clay-colored, foul smelling, have mucus, or that float; Weight loss; History of rectal prolapse; Coughing or increased mucus in the sinuses or lungs; Fatigue; Nasal congestion caused by nasal polyps; Repeated episodes of pneumonia (symptoms of pneumonia in someone with cystic fibrosis include fever, increased coughing and shortness of breath, increased mucus, and loss of appetite); Sinus pain or pressure caused by infection or polyps; Infertility (in men); Repeated inflammation of the pancreas (pancreatitis); Respiratory symptoms; Clubbed fingers"
Hypersensitivity pneumonitis,"Symptoms often occur 4 to 8 hours after you have left the area where the triggering substance is found. This makes it hard to figure out what has caused the disease. Your symptoms may get better before you go back to the area where you were exposed to the substance. In the chronic phase of the condition, the symptoms are more constant and less affected by exposure to the substance.; Symptoms after acute exposure may include:; Symptoms of chronic hypersensitivity pneumonitis may include:; Chills; Cough; Fever; Malaise (feeling ill); Shortness of breath; Breathlessness, especially with activity; Cough, often dry; Loss of appetite; Unintentional weight loss"
Occupational asthma,"Symptoms are usually due toÂ narrowing of the airways and tightening spasms of the muscles lining the airways. This reduces the amount of air that can pass through, which can lead to wheezing sounds.; Symptoms usually occur shortly after you are exposed to the substance. They often improve or go away when you leave work. Some people may not have symptoms until 12 or more hours after being exposed to the trigger.; Symptoms usually get worse toward the end of the work week and may go away on weekends or vacations.; Symptoms include:; Coughing; Shortness of breath; Tight feeling in the chest; Wheezing"
Respiratory alkalosis,The symptoms may include:; Dizziness; Lightheadedness; Numbness of the hands and feet; Breathlessness; Confusion; Chest discomfort
Pulmonary hypertension,"Shortness of breath or lightheadedness during activity is often the first symptom. Fast heart rate (palpitations) may be present. Over time, symptoms occur with lighter activity or even while at rest.; Other symptoms include:; People with pulmonary hypertension often have symptoms that come and go. They report good days and bad days.; Ankle and leg swelling; Bluish color of the lips or skin (cyanosis); Chest pain or pressure, most often in the front of the chest; Dizziness or fainting spells; Fatigue; Increased abdominal size due to fluid buildup; Weakness"
Rheumatoid lung disease,"Symptoms may include any of the following:; Chest pain; Cough; Fever; Shortness of breath; Joint pain, stiffness, and swelling; Skin nodules"
Pulmonary alveolar proteinosis,"Symptoms of PAP may include any of the following:; Sometimes, there are no symptoms.; Shortness of breath; Cough; Fatigue; Fever, if there is lung infection; Bluish skin (cyanosis) in severe cases; Weight loss"
Malignant mesothelioma,"Symptoms may not appear until 20 to 40 years or longer after exposure to asbestos, and may include:; Abdominal bloating; Abdominal pain; Chest pain, especially when taking a deep breath; Cough; Fatigue; Shortness of breath; Weight loss; Fever and sweating"
Solitary fibrous tumor,"About one half of the people with this type of tumor do not show any symptoms.; If the tumor grows to a large size and pushes on the lung, it can lead to symptoms, such as:; Chest pain; Chronic cough; Shortness of breath; Clubbed appearance of the fingers"
Metastatic pleural tumor,"Symptoms may include any of the following:; Chest pain, especially when taking a deep breath; Cough; Wheezing; Coughing up blood (hemoptysis); General discomfort, uneasiness, or ill feeling (malaise); Shortness of breath; Weight loss; Loss of appetite"
Asbestosis,Symptoms may include any of the following:; Possible other symptoms include:; Chest pain; Cough; Shortness of breath with activity (slowly gets worse over time); Tightness in the chest; Clubbing of fingers; Nail abnormalities
Alpha-1 antitrypsin deficiency,"Symptoms may include any of the following:; Shortness of breath with and without exertion, and other symptoms of COPD; Symptoms of liver failure; Loss of weight without trying; Wheezing; Coughing"
Aspiration pneumonia,"Symptoms may include any of the following:; Chest pain; Coughing up foul-smelling, greenish or dark phlegm (sputum), or phlegm that contains pus or blood; Fatigue; Fever; Shortness of breath; Wheezing; Breath odor; Excessive sweating; Problems swallowing; Confusion; Seeing food or tube feed material (if being fed artificially) in your sputum"
Lung cancer - small cell,"Symptoms of SCLC include:; Other symptoms that may occur with this disease, especially in the late stages, include:; Bloody sputum (phlegm); Chest pain; Cough; Loss of appetite; Shortness of breath; Weight loss; Wheezing; Facial swelling; Fever; Hoarseness or changing voice; Swallowing difficulty; Weakness"
Empyema,"Symptoms of empyema may include any of the following:; Chest pain, which worsens when you breathe in deeply (pleurisy); Dry cough; Excessive sweating, especially night sweats; Fever and chills; General discomfort, uneasiness, or ill feeling (malaise); Shortness of breath; Weight loss (unintentional)"
Hemothorax,"Symptoms include:; Shortness of breath; Rapid, shallow breathing; Chest pain; Low blood pressure (shock); Pale, cool and clammy skin; Rapid heart rate; Restlessness; Anxiety"
Pulmonary aspergilloma,"You may not have symptoms. When symptoms do develop, they can include:; Chest pain; Cough; Coughing up blood, which can be a life-threatening sign; Fatigue; Fever; Unintentional weight loss"
Interstitial lung disease,"Shortness of breath is a main symptom of ILD. You may breathe faster or need to take deep breaths:; Most people with this condition also have a dry cough. A dry cough means you do not cough up any mucus or sputum.; Over time, weight loss, fatigue, and muscle and joint pain are also present.; People with more advanced ILD may have:; At first, shortness of breath may not be severe and is only noticed with exercise, climbing stairs, and other activities.; Over time, it can occur with less strenuous activity such as bathing or dressing, and as the disease worsens, even with eating or talking.; Abnormal enlargement and curving of the base of the fingernails (clubbing).; Blue color of the lips, skin, or fingernails due to low blood oxygen levels (cyanosis).; Symptoms of the other diseases such as arthritis or trouble swallowing (scleroderma), associated with ILD."
Cor pulmonale,"Shortness of breath or lightheadedness during activity is often the first symptom of cor pulmonale. You may also have a fast heartbeat and feel like your heart is pounding.; Over time, symptoms occur with lighter activity or even while you are at rest. Symptoms you may have are:; Fainting spells during activity; Chest discomfort, usually in the front of the chest; Chest pain; Swelling of the feet or ankles; Symptoms of lung disorders, such as wheezing or coughing or phlegm production; Bluish lips and fingers (cyanosis)"
Coal worker's pneumoconiosis,Symptoms of CWP include:; Cough; Shortness of breath; Coughing up of black sputum
Pulmonary embolus,"The main symptoms of a pulmonary embolism include chest pain that may be any of the following:; Other symptoms may include:; Under the breastbone or on one side; Sharp or stabbing; Burning, aching, or a dull, heavy sensation; Often gets worse with deep breathing; You may bend over or hold your chest in response to the pain; Dizziness, lightheadedness, or fainting; Low oxygen level in blood (hypoxemia); Fast breathing or wheezing; Fast heart rate; Feeling anxious; Leg pain, redness, or swelling; Low blood pressure; Sudden cough, possibly coughing up blood or bloody mucus; Shortness of breath that starts suddenly during sleep or on exertion; Low grade fever; Bluish skin (cyanosis) -- less common"
Acute mountain sickness,"Your symptoms will also depend on the speed of your climb and how hard you push (exert) yourself. Symptoms range from mild to life-threatening. They can affect the nervous system, lungs, muscles, and heart.; In most cases, symptoms are mild. Symptoms of mild to moderate acute mountain sickness may include:; Symptoms that may occur with more severe acute mountain sickness include the following and may progress to high altitude pulmonary edema or high altitude cerebral edema:; Difficulty sleeping; Dizziness or lightheadedness; Fatigue; Headache; Loss of appetite; Nausea or vomiting; Rapid pulse (heart rate); Shortness of breath with exertion; Blue color to the skin (cyanosis); Chest tightness or congestion; Confusion; Cough; Coughing up blood; Decreased consciousness or withdrawal from social interaction; Gray or pale complexion; Inability to walk in a straight line, or walk at all; Shortness of breath at rest"
