Disease Name,Symptoms
Allergies,"Hay fever,also called allergic rhinitis, can cause:
Sneezing.
Itching of the skin, nose, eyes or roof of the mouth.
Runny, stuffy nose.
Tiredness, also called fatigue.
Watery, red or swollen eyes, also called allergic conjunctivitis.
A food allergycan cause:
Tingling in the mouth.
Swelling of the lips, tongue, face or throat.
Itchy welts called hives.
Stuffy nose, sneezing or teary eyes that itch.
Stomach cramps, vomiting or diarrhea.
An insect sting allergycan cause:
Pain and a large area of swelling called edema at the sting site.
Itching or hives all over the body.
Skin warmth and a change in skin color, also called flushing.
Cough, chest tightness, wheezing or shortness of breath.
A medicine allergycan cause:
Hives.
Itchy skin or rash.
Facial swelling.
Wheezing.
Shortness of breath.
Vomiting or diarrhea.
Feeling dizzy.
Atopic dermatitis,an allergic skin condition also called eczema, can cause skin to:
Itch.
Form red or brown patches that may be harder to see on darker skin tones.
Flake, peel or crack."
Dust mite allergy,"Dust mite allergy symptoms caused by inflammation of nasal passages include:
Sneezing
Runny nose
Itchy, red or watery eyes
Nasal congestion
Itchy nose, roof of mouth or throat
Postnasal drip
Cough
Swollen, blue-colored skin under your eyes
In a child, frequent upward rubbing of the nose
Difficulty breathing
Chest tightness or pain
Trouble sleeping caused by shortness of breath, coughing or wheezing
Bouts of coughing or wheezing that are worsened by a respiratory virus such as a cold or the flu"
Egg allergy,"Skin inflammation or hives — the most common egg allergy reaction
Nasal congestion, runny nose and sneezing (allergic rhinitis)
Digestive symptoms, such as cramps, nausea and vomiting
Asthma signs and symptoms such as coughing, wheezing, chest tightness or shortness of breath
Constriction of airways, including a swollen throat or a lump in your throat that makes it difficult to breathe
Abdominal pain and cramping
Rapid pulse"
Food allergy,"For some people, an allergic reaction to a particular food may be uncomfortable but not severe. For other people, a food allergy reaction can be frightening and even life-threatening. Food allergy symptoms usually develop within a few minutes to two hours after eating the offending food. Rarely, symptoms may be delayed for several hours.
The most common food allergy symptoms include:
Tingling or itching in the mouth.
Hives, itching or eczema.
Swelling of the lips, face, tongue, and throat or other parts of the body.
Belly pain, diarrhea, nausea or vomiting.
Wheezing, nasal congestion or trouble breathing.
Dizziness, lightheadedness or fainting."
Latex allergy,
Milk allergy,"Milk allergy symptoms, which differ from person to person, occur a few minutes to a few hours after you or your child drinks milk or eats milk products.
Immediate signs and symptoms of milk allergy might include:
Signs and symptoms that may take more time to develop include:
A true milk allergy differs from milk protein intolerance and lactose intolerance. Unlike milk allergy, intolerance doesn't involve the immune system. Milk intolerance requires different treatment from true milk allergy.
Common signs and symptoms of milk protein intolerance or lactose intolerance include digestive problems, such as bloating, gas or diarrhea, after consuming milk or products containing milk.
If you or your child has a reaction to milk, tell your health care provider, no matter how mild the reaction. Tests can help confirm milk allergy, so you can avoid future and potentially worse reactions.
Hives
Wheezing
Itching or tingling feeling around the lips or mouth
Swelling of the lips, tongue or throat
Coughing or shortness of breath
Vomiting
Loose stools or diarrhea, which may contain blood
Abdominal cramps
Runny nose
Watery eyes
Colic, in babies
Constriction of airways, including a swollen throat that makes it difficult to breathe
Facial flushing
Itching"
Mold allergy,"A mold allergy causes the same signs and symptoms that occur in other types of upper respiratory allergies. Signs and symptoms of allergic rhinitis caused by a mold allergy can include:
Mold allergy symptoms vary from person to person and range from mild to severe. You might have year-round symptoms or symptoms that flare up only during certain times of the year. You might notice symptoms when the weather is damp or when you're in indoor or outdoor spaces that have high concentrations of mold.
Sneezing
Runny or stuffy nose
Cough and postnasal drip
Itchy eyes, nose and throat
Watery eyes
Dry, scaly skin
Coughing
Wheezing
Shortness of breath
Chest tightness"
Nickel allergy,"Nickel allergy signs and symptoms include:
Rash or bumps on the skin
Itching, which may be severe
Redness or changes in skin color
Dry patches of skin that may resemble a burn
Blisters and draining fluid in severe cases"
Peanut allergy,"Skin reactions, such as hives, redness or swelling.
Itching or tingling in or around the mouth and throat.
Digestive problems, such as diarrhea, stomach cramps, nausea or vomiting.
Tightening of the throat.
Shortness of breath or wheezing.
Runny nose."
Penicillin allergy,"Signs and symptoms of penicillin allergy often occur within an hour after taking the drug. Less commonly, reactions can occur hours, days or weeks later.
Penicillin allergy signs and symptoms may include:
A drug rash usually starts within two weeks of taking a new medication and begins as discrete red spots that spread, covering large areas of the body.
Skin rash
Hives
Itching
Fever
Swelling
Shortness of breath
Wheezing
Runny nose
Itchy, watery eyes
Tightening of the airways and throat, causing trouble breathing
Nausea or abdominal cramps
Vomiting or diarrhea
Dizziness or lightheadedness
Weak, rapid pulse
Seizures
Loss of consciousness
which may cause fever, joint pain, rash, swelling and nausea
a reduction in red blood cells, which can cause fatigue, irregular heartbeats, shortness of breath, and other signs and symptoms
which results in rash, high white blood cell counts, general swelling, swollen lymph nodes and recurrence of dormant hepatitis infection
which involves severe blistering and peeling of the skin
which can cause fever, blood in the urine, general swelling, confusion, and other signs and symptoms"
Pet allergy,"Raised, red patches of skin (hives)
Eczema
Itchy skin"
Shellfish allergy,"Shellfish allergy symptoms generally start within minutes to an hour after eating or having contact with shellfish. They may include:
Hives
Itchy, irritated skin
Nasal stuffiness (congestion)
Swelling of the lips, face, tongue and throat, or other parts of the body
Wheezing or trouble breathing
Coughing and choking or a tight feeling in the throat
Belly (abdominal) pain, diarrhea, nausea or vomiting
Dizziness, lightheadedness or fainting"
Wheat allergy,"A child or adult with wheat allergy is likely to develop signs and symptoms within minutes to hours after eating something containing wheat. Wheat allergy signs and symptoms include:
Swelling, itching or irritation of the mouth or throat
Hives, itchy rash or swelling of the skin
Nasal congestion
Headache
Difficulty breathing
Cramps, nausea or vomiting
Diarrhea
Swelling or tightness of the throat
Chest pain or tightness
Severe difficulty breathing
Trouble swallowing
Pale, blue skin color
Dizziness or fainting"
Hair loss,"Hair loss can appear in many different ways, depending on what's causing it. It can come on suddenly or gradually and affect just your scalp or your whole body.
Signs and symptoms of hair loss may include:
Gradual thinning on top of head.This is the most common type of hair loss, affecting people as they age. In men, hair often begins to recede at the hairline on the forehead. Women typically have a broadening of the part in their hair. An increasingly common hair loss pattern in older women is a receding hairline (frontal fibrosing alopecia).
Circular or patchy bald spots.Some people lose hair in circular or patchy bald spots on the scalp, beard or eyebrows. Your skin may become itchy or painful before the hair falls out.
Sudden loosening of hair.A physical or emotional shock can cause hair to loosen. Handfuls of hair may come out when combing or washing your hair or even after gentle tugging. This type of hair loss usually causes overall hair thinning but is temporary.
Full-body hair loss.Some conditions and medical treatments, such as chemotherapy for cancer, can result in the loss of hair all over your body. The hair usually grows back.
Patches of scaling that spread over the scalp.This is a sign of ringworm. It may be accompanied by broken hair, redness, swelling and, at times, oozing."
